file_name,human_sentiment,human_magnitude
tobacco_qjb77c00.txt,0.0,3.799999952316284
tobacco_kpr91e00.txt,0.10000000149011612,1.399999976158142
tobacco_xpu03f00.txt,0.30000001192092896,70.0
tobacco_hno23e00.txt,-0.4000000059604645,3.0999999046325684
tobacco_qdo23e00.txt,0.5,12.800000190734863
tobacco_lpp06a00.txt,-0.20000000298023224,9.899999618530273
tobacco_iwu03f00.txt,0.10000000149011612,82.9000015258789
tobacco_gty99d00.txt,0.10000000149011612,26.700000762939453
tobacco_ipu03f00.txt,0.4000000059604645,6.400000095367432
tobacco_ohq03d00.txt,0.4000000059604645,17.299999237060547
tobacco_nou03f00.txt,0.20000000298023224,31.799999237060547
tobacco_ich77e00.txt,-0.30000001192092896,8.100000381469727
tobacco_jnjp0149.txt,-0.5,3.4000000953674316
tobacco_amp91f00.txt,-0.30000001192092896,17.399999618530273
tobacco_qmu03f00.txt,0.4000000059604645,26.200000762939453
tobacco_kou03f00.txt,0.6000000238418579,16.299999237060547
tobacco_szy99d00.txt,0.20000000298023224,1.100000023841858
tobacco_rdz99d00.txt,0.800000011920929,5.699999809265137
tobacco_hxkv0152.txt,-0.20000000298023224,2.9000000953674316
tobacco_tpu03f00.txt,0.5,40.5
tobacco_kkm09c00.txt,-0.20000000298023224,6.099999904632568
tobacco_ojq03d00.txt,0.699999988079071,8.399999618530273
tobacco_bbx27a00.txt,-0.5,8.300000190734863
tobacco_ziw99d00.txt,0.0,1.899999976158142
tobacco_lez99d00.txt,0.20000000298023224,2.299999952316284
